Category	Key	Round 1 Wins	Round 1 Losses	Round 1 Sum	Round 2 Wins	Round 2 Losses	Round 2 Sum	Round 3 Wins	Round 3 Losses	Round 3 Sum
Card Keywords	Phases	16	26	1827.85	6	10	617.97	2	4	290.04
Card Keywords	Damage	1477	1514	148549.42	725	758	72987.58	338	387	34263.54
Card Keywords	Hydra	23	5	1921.58	18	5	1548.59	10	8	907.50
Card Keywords	Phased	8	23	1135.21	0	8	158.75	0	0	0.00
Card Keywords	Until	1196	1578	127187.59	510	690	54561.61	242	268	24281.19
Card Keywords	Combat	458	438	45243.94	234	224	22873.64	108	126	10918.56
Card Keywords	Starting	22	12	2116.49	14	8	1258.72	7	7	665.84
Card Keywords	Exactly	19	10	1713.72	15	4	1271.14	9	6	792.10
Card Keywords	Step	403	367	39032.78	204	201	20368.38	113	91	10655.02
Card Keywords	Phyrexian	23	16	2087.95	16	8	1302.12	6	10	745.84
Card Keywords	Amount	65	43	5868.41	34	33	3448.98	14	20	1528.94
Card Keywords	Wolf	37	23	3488.98	22	15	2041.99	8	14	1001.96
Card Keywords	Where	258	177	24150.20	140	119	13787.86	72	68	7285.83
Card Keywords	Reveals	105	88	10024.22	49	56	4991.96	21	28	2333.80
Card Keywords	Hexproof	64	28	5789.28	43	21	3935.18	27	16	2457.11
Card Keywords	Tap	926	843	90368.70	477	456	47468.20	247	230	24342.76
Card Keywords	Less	757	606	71938.89	402	360	39960.89	200	202	19943.75
Card Keywords	Rest	252	191	24122.57	142	111	13460.23	74	68	7155.74
Card Keywords	Draws	113	44	9816.95	74	41	6658.03	39	35	3979.81
Card Keywords	Equipment	39	29	3607.18	17	22	1758.85	11	6	941.58
Card Keywords	Equipped	120	114	11967.36	62	58	6300.15	34	28	3241.35
Card Keywords	Vigilance	151	125	14757.10	87	64	8136.41	52	35	4588.66
Card Keywords	Entwine	11	13	1180.00	5	6	572.17	3	2	269.44
Card Keywords	Red	405	323	38674.06	235	173	22172.49	118	117	11732.85
Card Keywords	Champion	21	16	2001.45	15	6	1201.93	4	11	656.84
Card Keywords	Buyback	24	16	2100.32	14	10	1222.00	6	8	585.05
Card Keywords	Game	95	40	8419.96	68	27	5668.02	37	31	3738.49
Card Keywords	During	215	288	22546.01	85	131	9526.44	47	38	4486.60
Card Keywords	Bushido	14	22	1578.67	5	9	579.69	2	3	242.55
Card Keywords	Attached	81	80	8221.46	35	46	3804.56	13	22	1484.17
Card Keywords	Flip	29	47	3510.64	13	16	1429.49	4	9	520.04
Card Keywords	Creates	42	12	3611.68	27	15	2477.20	17	10	1389.56
Card Keywords	Green	291	206	27438.99	166	125	15684.28	92	74	8816.42
Card Keywords	Poison	42	33	3861.60	16	26	1767.03	8	8	715.75
Card Keywords	Rounded	25	10	2019.51	17	8	1506.63	9	8	922.55
Card Keywords	Extra	34	7	2861.41	25	11	2189.74	16	9	1522.93
Card Keywords	Landfall	32	38	3400.45	19	13	1729.16	10	9	963.17
Card Keywords	Energy	32	18	2832.00	12	20	1420.00	6	6	566.75
Card Keywords	Back	110	104	10729.61	57	53	5664.03	32	25	3009.07
Card Keywords	Changeling	14	12	1413.21	4	10	623.60	3	1	225.43
Card Keywords	Multicolored	16	20	1673.69	6	10	718.49	4	2	330.52
Card Keywords	Flashback	61	53	5895.95	31	30	3208.89	19	12	1803.95
Card Keywords	Spells	287	164	26544.42	180	109	16629.05	98	82	9623.01
Card Keywords	Mountain	60	71	6251.22	31	29	3245.69	16	15	1567.94
Card Keywords	Rather	90	50	7957.70	50	40	4727.78	22	28	2441.41
Card Keywords	Three	349	255	33317.07	188	163	18193.64	100	88	9727.71
Card Keywords	Enough	33	40	3366.78	12	21	1451.24	5	7	543.75
Card Keywords	Basic	148	124	13898.34	78	71	7454.40	36	42	3902.42
Card Keywords	Counters	543	436	52417.48	280	263	27494.66	120	160	12957.89
Card Keywords	Draw	825	549	76484.00	437	391	43083.99	250	187	23319.28
Card Keywords	Graveyard	1068	737	99494.23	573	500	55946.78	294	279	29335.85
Card Keywords	Devoid	43	56	4543.08	16	27	1871.97	5	11	543.92
Card Keywords	Removed	56	45	5189.45	30	26	2874.37	14	16	1467.84
Card Keywords	Died	17	21	1803.60	6	11	727.09	2	4	252.46
Card Keywords	Land	939	748	89132.36	519	428	50419.33	293	226	27709.36
Card Keywords	Time	323	324	32585.21	151	177	16132.03	69	82	7153.59
Card Keywords	Text	17	22	1822.16	8	9	823.94	3	5	361.51
Card Keywords	Library	987	544	88572.33	560	435	53120.33	307	253	29714.56
Card Keywords	Heroic	16	26	1835.79	3	13	559.54	0	3	132.03
Card Keywords	Down	144	146	14764.88	69	76	7064.35	28	41	3176.57
Card Keywords	Trample	341	269	32469.76	180	162	18045.54	83	97	8607.43
Card Keywords	Scheme	2	0	121.79	1	1	114.50	1	0	76.24
Card Keywords	Cause	66	58	6394.26	36	30	3375.42	22	14	1991.58
Card Keywords	You	5167	4138	495236.69	2745	2452	269281.00	1384	1361	138265.81
Card Keywords	Beast	41	43	4254.14	20	21	1997.96	9	11	998.13
Card Keywords	Shadow	31	43	3303.87	15	16	1418.23	8	7	731.65
Card Keywords	Paying	161	66	14007.48	92	71	8622.91	48	44	4723.03
Card Keywords	Exiles	41	25	3825.29	22	19	2260.23	15	7	1251.94
Card Keywords	Players	140	74	12465.75	76	65	7328.39	40	36	3903.60
Card Keywords	Exiled	146	65	12899.91	87	60	8026.67	46	41	4538.72
Card Keywords	Become	365	436	38342.84	173	194	17826.18	89	84	8805.37
Card Keywords	Converted	274	163	25295.65	158	116	14833.14	87	71	8327.63
Card Keywords	Noncreature	78	48	7577.20	49	29	4583.62	36	13	3073.34
Card Keywords	Suspend	37	22	3312.84	23	14	2094.68	10	13	1098.10
Card Keywords	One	1398	992	131046.17	758	647	73591.94	409	349	39321.35
Card Keywords	Player	1647	1529	163396.88	860	795	84598.89	427	433	42820.60
Card Keywords	Another	329	226	30343.27	152	177	16040.23	70	82	7274.57
Card Keywords	Equip	149	135	14632.43	73	76	7521.28	39	34	3765.15
Card Keywords	Beyond	22	26	2305.55	13	9	1112.33	3	10	543.36
Card Keywords	Blue	134	129	13855.22	74	60	7092.18	46	28	4054.29
Card Keywords	Cycling	66	87	6999.46	31	35	3101.43	10	21	1302.09
Card Keywords	Bottom	184	115	17013.64	97	87	9442.32	52	45	5011.35
Card Keywords	Same	84	64	8227.68	45	39	4356.73	32	13	2611.74
Card Keywords	White	241	208	23805.30	141	100	13092.94	77	64	7165.55
Card Keywords	Bird	24	18	2331.90	14	10	1231.15	4	10	565.50
Card Keywords	Sliver	60	38	5342.04	30	30	2760.03	10	20	1274.07
Card Keywords	Prowess	21	9	1819.97	10	11	974.76	6	4	541.46
Card Keywords	Greater	103	81	9917.67	54	51	5356.86	24	30	2475.34
Card Keywords	Exchange	25	12	2135.05	13	12	1315.23	6	7	612.63
Card Keywords	Bands	4	42	1307.71	1	3	110.05	0	1	43.03
Card Keywords	Quest	14	11	1328.61	11	3	849.68	7	4	589.62
Card Keywords	Effects	32	32	3358.49	15	17	1686.78	8	7	785.50
Card Keywords	Legendary	37	22	3587.36	24	14	2267.54	10	14	1282.45
Card Keywords	Maximum	21	6	1771.72	13	8	1260.88	9	4	709.77
Card Keywords	Loses	222	205	22108.16	117	105	11551.67	55	62	5911.25
Card Keywords	Shares	26	26	2508.98	13	13	1224.21	6	7	651.01
Card Keywords	Cards	1179	760	108743.16	645	545	62337.06	342	303	33370.20
Card Keywords	Control	2422	2108	237272.17	1287	1140	126326.75	658	629	64502.33
Card Keywords	Spore	17	8	1342.96	5	12	673.95	2	3	225.92
Card Keywords	Four	180	114	16486.19	92	89	9282.93	38	54	4378.49
Card Keywords	Enchanted	343	579	39700.63	130	213	14448.22	53	77	5712.17
Card Keywords	From	1445	1041	135023.11	750	700	74102.68	383	367	38188.48
Card Keywords	Except	138	182	14930.12	73	65	6954.90	37	36	3678.06
Card Keywords	Type	204	165	19676.18	103	102	10438.28	58	45	5361.06
Card Keywords	Opponent	835	561	77417.94	447	390	43513.82	232	215	23106.66
Card Keywords	Merfolk	17	20	1738.45	9	8	826.93	4	5	403.88
Card Keywords	Clash	12	20	1421.82	3	9	401.70	1	2	102.61
Card Keywords	Lasts	22	27	2266.14	13	9	1145.51	5	8	564.94
Card Keywords	Beginning	834	688	80415.43	440	399	43813.53	219	221	22343.15
Card Keywords	Reveal	464	283	41740.29	247	221	24267.02	126	121	12539.46
Card Keywords	Sacrificed	58	53	5834.86	33	25	3346.90	22	11	1844.58
Card Keywords	This	2377	2507	240080.61	1161	1227	116790.72	524	637	55258.23
Card Keywords	Spent	36	38	3564.93	17	20	1857.52	7	10	825.70
Card Keywords	Surge	11	12	1085.27	4	7	473.04	2	2	203.24
Card Keywords	Sacrifices	131	75	12183.40	76	55	7463.97	47	29	4388.81
Card Keywords	Paired	9	12	922.81	3	6	417.96	1	2	79.00
Card Keywords	Either	50	31	4592.72	27	23	2732.68	12	15	1398.55
Card Keywords	Nonblack	53	38	4938.71	18	35	2274.69	8	10	858.22
Card Keywords	Spend	73	43	6909.59	45	29	4117.92	20	25	2097.72
Card Keywords	Block	613	1186	74096.72	240	374	26100.88	91	149	10650.23
Card Keywords	Being	7	44	1541.37	3	4	288.19	1	2	140.39
Card Keywords	Human	43	34	4350.00	27	16	2356.26	13	14	1357.44
Card Keywords	Giant	38	31	3325.18	15	23	1569.60	4	11	520.95
Card Keywords	Remains	26	31	2683.21	11	15	1100.15	3	8	437.29
Card Keywords	There	89	69	8633.14	48	41	4639.08	27	21	2372.81
Card Keywords	Destroyed	42	29	3835.95	22	20	2091.76	8	14	888.95
Card Keywords	Attackers	18	39	2178.44	4	14	603.86	1	3	173.14
Card Keywords	Black	321	281	31309.04	160	161	16114.66	86	74	8344.23
Card Keywords	Creature	4725	4655	472136.46	2309	2430	234439.95	1121	1188	113303.16
Card Keywords	Gains	450	528	46374.66	184	267	20756.10	84	100	8540.15
Card Keywords	Enchantment	210	198	21125.85	109	101	10870.39	61	48	5614.47
Card Keywords	Becomes	337	413	35852.13	158	181	16313.01	78	80	7954.21
Card Keywords	Effect	73	85	7750.79	37	36	3680.56	18	19	1808.54
Card Keywords	Tied	26	22	2445.85	14	12	1295.91	6	8	611.25
Card Keywords	Zombie	90	52	8407.57	48	42	4674.98	25	23	2500.04
Card Keywords	Regenerate	181	233	19429.92	84	98	8536.85	48	36	4405.49
Card Keywords	Convoke	16	19	1754.78	9	7	932.35	6	3	507.55
Card Keywords	Shaman	19	18	1960.00	11	8	1035.72	1	10	363.38
Card Keywords	Search	369	153	31879.65	234	139	21063.08	131	103	12582.18
Card Keywords	Twice	26	14	2366.17	15	11	1297.75	9	6	869.27
Card Keywords	Activate	250	273	25606.35	134	118	12989.03	70	64	6722.34
Card Keywords	Battlefield	2074	1430	193397.66	1125	954	109491.76	570	555	56776.52
Card Keywords	Seven	112	61	9966.46	67	47	6338.42	41	26	3772.28
Card Keywords	Planeswalker	81	48	7372.47	53	29	4784.00	31	22	2895.67
Card Keywords	Nonland	170	55	14410.12	88	83	9187.06	58	30	5146.48
Card Keywords	Enters	1400	1091	133215.28	701	702	71026.88	347	354	34586.64
Card Keywords	Banding	4	37	1107.73	1	3	117.40	0	1	43.03
Card Keywords	Scry	68	41	5997.99	38	30	3379.87	16	22	1787.14
Card Keywords	Flying	1143	1059	111800.94	548	597	56039.32	257	291	26442.53
Card Keywords	Vampire	44	22	3890.19	26	18	2458.10	7	19	1049.75
Card Keywords	Elemental	100	49	8854.39	50	50	5088.54	28	22	2414.53
Card Keywords	Other	804	492	74134.51	435	371	42116.62	220	215	22046.36
Card Keywords	Instead	252	173	23717.99	152	104	13946.67	81	71	7738.51
Card Keywords	Main	77	76	7488.65	37	40	3640.28	14	23	1699.69
Card Keywords	Then	834	471	75171.06	491	349	45363.61	273	218	26192.00
Card Keywords	Them	260	151	23798.49	142	120	13884.50	68	74	6874.43
Card Keywords	Power	395	293	37536.38	217	179	20992.85	108	109	10901.19
Card Keywords	Attacked	24	34	2761.78	12	12	1058.73	4	8	527.05
Card Keywords	After	50	39	5006.77	35	17	3025.72	23	12	2068.93
Card Keywords	Shroud	49	68	5414.28	28	21	2688.25	15	13	1474.62
Card Keywords	Spirit	111	112	10871.08	45	67	5093.49	17	28	2082.50
Card Keywords	Name	179	128	16677.74	95	87	9371.01	50	45	5067.65
Card Keywords	Attacks	305	262	29649.26	151	154	15099.11	76	75	7649.82
Card Keywords	Knight	28	26	2914.09	16	12	1421.32	11	5	795.06
Card Keywords	Equal	399	304	38182.26	219	180	21034.11	108	111	10808.97
Card Keywords	Without	215	194	21257.80	115	103	11090.57	61	54	5827.75
Card Keywords	Enter	1460	1111	138201.51	743	720	74770.39	369	374	36862.80
Card Keywords	Discard	539	516	53000.49	269	272	26481.80	122	147	13051.21
Card Keywords	Comes	368	455	39287.40	172	198	17859.60	86	86	8753.85
Card Keywords	Lands	204	155	19261.01	129	79	11961.23	74	55	6892.64
Card Keywords	Instances	18	15	1760.32	8	10	904.68	3	5	383.73
Card Keywords	Single	18	15	1613.51	7	11	762.52	3	4	354.66
Card Keywords	Cost	1036	743	97238.57	549	491	54032.13	267	282	27108.59
Card Keywords	Opponents	139	65	12447.79	89	50	8128.32	53	36	4896.16
Card Keywords	Untapped	125	124	12326.57	67	58	6510.36	34	33	3199.97
Card Keywords	Flash	187	143	17988.67	104	83	10083.96	56	48	5359.71
Card Keywords	Arcane	37	53	3994.26	6	31	1266.95	2	4	228.49
Card Keywords	Under	404	252	37465.51	236	168	22468.70	121	115	11819.21
Card Keywords	Tapped	482	400	46637.61	269	216	25897.98	136	133	13484.95
Card Keywords	Roll	365	422	38154.61	178	187	17959.07	106	72	9389.46
Card Keywords	Sorcery	264	200	25869.35	148	118	14028.84	75	73	7496.93
Card Keywords	Kicker	61	51	5711.03	24	38	2801.70	10	14	1129.82
Card Keywords	Highest	14	11	1402.02	8	6	777.60	3	5	372.18
Card Keywords	Pool	645	407	59925.73	407	248	37006.85	225	182	21606.63
Card Keywords	Level	16	12	1560.21	7	9	734.96	3	4	304.20
Card Keywords	Leaves	94	69	8921.38	49	45	4965.68	23	26	2498.76
Card Keywords	Fewer	25	7	2017.83	11	14	1242.55	8	3	589.82
Card Keywords	Discarded	21	15	1917.62	13	8	1118.13	3	10	462.44
Card Keywords	Turn	2452	2886	255050.55	1127	1334	117297.19	530	597	54921.83
Card Keywords	While	62	70	6482.16	36	28	3427.29	23	13	2012.78
Card Keywords	Overload	11	6	1033.90	6	5	569.71	2	4	274.11
Card Keywords	Enchant	554	760	60439.76	240	314	25483.63	115	125	11397.02
Card Keywords	Once	42	53	4447.81	26	16	2250.63	16	10	1417.60
Card Keywords	Angel	76	38	6943.34	48	28	4417.83	29	19	2443.30
Card Keywords	Random	66	83	7356.04	35	32	3442.47	15	20	1639.20
Card Keywords	Upkeep	602	558	59079.19	303	303	30918.48	141	162	14995.64
Card Keywords	Unearth	13	9	1205.05	6	7	565.87	2	4	242.71
Card Keywords	Golem	18	32	2218.98	10	8	916.96	3	7	382.66
Card Keywords	Saproling	46	21	4067.13	23	23	2347.31	12	11	1149.77
Card Keywords	Create	649	262	57322.04	389	260	36197.11	203	186	20146.62
Card Keywords	Storage	10	10	915.20	3	7	367.70	1	2	132.78
Card Keywords	Source	61	90	6835.47	28	33	2873.23	13	15	1299.10
Card Keywords	Faerie	19	13	1790.91	12	7	1068.98	7	5	678.18
Card Keywords	Controlled	18	15	1784.95	8	10	895.01	4	4	397.48
Card Keywords	Ability	264	313	27683.12	138	128	13533.50	66	72	6865.74
Card Keywords	Swampwalk	9	47	1954.02	5	4	519.44	3	2	274.95
Card Keywords	Infect	37	31	3611.02	14	23	1651.23	7	7	720.08
Card Keywords	Horror	21	12	1718.14	9	12	940.40	3	6	315.69
Card Keywords	Centaur	15	13	1405.65	7	8	707.53	3	4	345.72
Card Keywords	Choice	79	145	9442.22	32	48	3558.27	11	21	1385.05
Card Keywords	Controller	329	376	34160.38	159	170	16047.20	93	66	8301.09
Card Keywords	Permanents	166	108	15615.36	106	60	9653.94	66	40	5793.41
Card Keywords	Cycle	19	20	1951.46	10	9	984.55	3	7	434.43
Card Keywords	Target	3074	3127	308164.21	1447	1639	150224.17	710	737	71940.22
Card Keywords	Intimidate	16	20	1724.23	9	7	753.94	5	4	487.98
Card Keywords	Could	122	97	11815.12	63	60	6426.81	32	31	3046.43
Card Keywords	Counter	1170	950	112608.25	599	573	59655.18	282	317	28682.69
Card Keywords	Soldier	56	46	5424.83	28	28	2793.04	16	12	1476.28
Card Keywords	Remain	41	51	4282.85	17	24	1839.61	6	11	674.52
Card Keywords	Devotion	27	9	2432.85	22	5	1911.87	16	6	1461.83
Card Keywords	Among	151	156	15336.94	76	76	7665.01	42	34	3989.80
Card Keywords	Shuffle	445	193	38714.88	284	167	25648.87	153	131	15074.18
Card Keywords	Blocked	353	701	43123.56	153	200	15752.50	66	87	7206.34
Card Keywords	Islandwalk	14	35	2086.62	10	4	802.68	5	5	565.16
Card Keywords	Kithkin	12	16	1314.57	5	7	571.99	3	2	281.83
Card Keywords	Her	1761	1204	164824.36	949	818	92029.08	476	473	47908.69
Card Keywords	Transform	70	22	6174.27	48	22	4120.43	23	25	2379.59
Card Keywords	Shuffles	86	35	7346.81	48	40	4664.72	25	23	2511.82
Card Keywords	Forest	93	99	9544.86	54	39	5089.14	29	25	2632.75
Card Keywords	Way	285	167	25001.30	154	134	14632.30	71	83	7502.91
Card Keywords	Play	1723	1594	171086.52	903	831	88896.44	455	448	45389.57
Card Keywords	Blocks	97	158	10995.48	32	65	3775.61	10	22	1312.43
Card Keywords	Prevented	22	28	2514.42	11	11	1105.26	5	6	546.89
Card Keywords	Indestructible	85	33	7699.04	74	13	6196.52	47	27	4371.93
Card Keywords	Countered	61	14	5015.02	43	18	3614.06	29	14	2411.73
Card Keywords	Most	12	23	1510.06	6	6	604.36	2	4	234.67
Card Keywords	Protection	140	141	14028.75	66	74	6635.86	37	29	3426.97
Card Keywords	Revealed	97	51	8262.38	50	49	4949.34	27	23	2656.64
Card Keywords	Card	2980	2172	280324.93	1584	1412	154750.52	830	754	81063.06
Card Keywords	Whenever	1449	1099	137884.95	761	691	74147.00	381	380	37765.17
Card Keywords	Face	139	149	14460.37	63	77	6586.30	24	39	2851.98
Card Keywords	Delirium	23	19	2246.96	8	15	943.78	3	5	307.54
Card Keywords	Treated	8	22	1112.06	0	8	158.75	0	0	0.00
Card Keywords	Prevent	138	293	17200.50	56	82	6116.17	27	29	2638.69
Card Keywords	Divide	36	63	4206.24	21	16	1932.69	13	8	1150.34
Card Keywords	Attach	139	166	14936.92	63	76	6619.56	29	34	2929.39
Card Keywords	Number	515	402	48945.65	280	238	26930.15	135	145	13743.64
Card Keywords	Clockwork	1	8	323.17	1	0	71.82	0	1	44.97
Card Keywords	Colors	38	26	3643.57	20	18	2016.46	11	9	1000.50
Card Keywords	Defending	125	271	15904.44	59	66	5935.34	29	30	2957.12
Card Keywords	Exile	797	443	71469.24	448	354	43080.05	245	203	23377.09
Card Keywords	Defender	106	135	11089.30	32	74	4137.24	12	20	1394.63
Card Keywords	Targets	99	74	9662.29	62	37	5599.66	34	28	3276.05
Card Keywords	Causes	49	34	4481.44	27	22	2607.88	15	12	1432.99
Card Keywords	Creatures	1245	1213	124373.95	647	603	63675.22	318	329	32337.12
Card Keywords	Additional	223	172	21133.44	125	101	11813.02	70	55	6437.86
Card Keywords	Charge	51	51	5126.72	27	24	2716.62	17	10	1413.28
Card Keywords	Hidden	2	8	399.56	1	1	119.80	0	1	23.30
Card Keywords	Return	756	557	71874.01	387	369	38893.47	185	202	19291.56
Card Keywords	Returned	20	14	1714.61	6	14	840.56	0	6	201.14
Card Keywords	Colorless	166	93	14858.22	79	87	8297.54	40	39	3784.13
Card Keywords	Artifact	580	507	56699.88	303	283	29827.45	166	137	15943.92
Card Keywords	Blood	66	59	6035.12	28	38	2916.70	8	20	1089.56
Card Keywords	Many	96	36	8289.07	50	46	5021.80	21	29	2305.99
Card Keywords	Copy	165	64	14582.10	112	54	9959.22	59	53	5907.09
Card Keywords	Types	101	49	9129.52	49	52	5059.96	31	18	2688.32
Card Keywords	Represents	26	15	2260.64	12	14	1273.94	5	7	531.67
Card Keywords	Haste	356	230	33069.76	197	160	19397.02	103	94	10043.22
Card Keywords	Evoke	11	9	1115.21	6	5	658.69	5	1	423.02
Card Keywords	Lightning	25	11	2165.09	11	14	1344.69	5	6	576.29
Card Keywords	Named	93	71	8562.56	51	44	4895.87	20	31	2438.94
Card Keywords	Toughness	200	148	19734.78	122	79	11361.53	63	59	6129.39
Card Keywords	Have	433	295	40781.38	257	177	24032.83	125	132	13033.76
Card Keywords	Threshold	39	45	3990.63	15	24	1632.81	5	10	629.03
Card Keywords	Total	78	34	7119.02	53	26	4649.79	27	26	2654.90
Card Keywords	Artifacts	112	64	10265.35	63	49	6072.79	37	26	3553.54
Card Keywords	Able	93	144	10993.22	41	52	4092.87	16	25	1904.77
Card Keywords	Chooses	50	39	4656.55	27	24	2711.03	12	15	1192.72
Card Keywords	Permanent	567	405	53949.75	328	239	31112.15	190	138	17378.30
Card Keywords	Spike	7	14	912.29	2	5	286.77	2	0	126.53
Card Keywords	Casting	34	27	3370.01	21	13	2013.51	14	7	1222.66
Card Keywords	Would	305	406	32906.80	160	148	15520.45	83	77	7909.76
Card Keywords	Nontoken	58	32	5395.99	36	22	3260.49	18	18	1872.79
Card Keywords	Untap	442	432	43530.99	218	228	22163.07	118	100	11303.51
Card Keywords	Blockers	11	27	1500.14	2	9	433.56	0	2	63.17
Card Keywords	Change	80	59	7565.33	38	42	4060.22	16	22	1793.42
Card Keywords	Island	69	108	8187.40	41	28	3756.23	23	18	2264.98
Card Keywords	Drake	21	24	1956.39	4	17	726.09	1	3	176.00
Card Keywords	Snow	20	51	2433.68	8	12	825.85	2	6	267.43
Card Keywords	Mana	1237	769	114177.10	743	509	68864.43	400	343	38868.28
Card Keywords	Token	701	295	62167.79	419	282	38990.52	221	198	21780.76
Card Keywords	Menace	26	34	2712.02	15	11	1432.86	5	10	638.25
Card Keywords	Goblin	93	103	10071.23	50	43	5012.88	23	27	2584.36
Card Keywords	Share	67	64	6504.04	37	30	3270.38	14	23	1665.99
Card Keywords	Returns	46	11	3751.82	31	15	2603.88	14	17	1443.53
Card Keywords	Echo	25	28	2595.17	9	16	1133.65	3	6	386.51
Card Keywords	Fear	30	47	3426.37	12	18	1348.73	5	7	502.40
Card Keywords	Before	58	104	6964.67	24	34	2642.08	16	8	1344.87
Card Keywords	Again	22	17	2217.43	11	11	1102.35	4	7	456.77
Card Keywords	Addition	311	209	28920.01	181	133	16749.73	102	79	9411.29
Card Keywords	Divided	32	19	2865.28	19	14	1777.90	12	7	1042.79
Card Keywords	Since	28	32	2935.37	10	18	1278.94	3	7	436.08
Card Keywords	Controls	370	445	39256.79	192	181	18950.93	100	92	9922.00
Card Keywords	Plains	52	48	5129.56	31	21	2842.82	15	16	1578.24
Card Keywords	Choose	502	390	48298.68	285	222	27212.01	150	135	14446.36
Card Keywords	Destroy	605	547	59279.58	303	306	30689.24	175	128	15973.97
Card Keywords	Warrior	40	37	4146.87	21	19	2160.25	15	6	1290.63
Card Keywords	Life	855	736	83195.43	481	375	45991.04	261	220	25125.87
Card Keywords	Scion	16	15	1472.97	8	8	735.57	4	4	408.97
Card Keywords	Fire	64	60	6408.17	29	36	3133.76	16	13	1525.45
Card Keywords	Sacrifice	1017	1035	101672.28	483	538	50909.87	245	238	24262.10
Card Keywords	Deathtouch	88	45	7994.39	49	39	4772.99	28	21	2661.21
Card Keywords	Tokens	198	76	17046.70	113	85	10819.83	53	60	5622.79
Card Keywords	Blocking	69	190	9762.29	25	44	2746.04	6	19	922.44
Card Keywords	Instant	227	112	20992.55	146	82	13050.19	75	71	7551.60
Card Keywords	Forestwalk	13	34	1750.53	5	8	578.05	3	2	261.25
Card Keywords	Casts	85	78	8367.84	45	41	4404.44	27	18	2379.25
Card Keywords	Times	24	18	2300.35	10	15	1225.61	5	5	524.50
Card Keywords	Kavu	12	23	1345.94	5	7	499.17	1	4	182.58
Card Keywords	Command	32	17	3032.39	25	7	2014.23	12	13	1226.31
Card Keywords	Attacking	219	226	21699.72	98	121	9935.85	37	61	4336.38
Card Keywords	First	281	297	28769.50	137	145	13971.09	67	70	6971.39
Card Keywords	Domain	10	21	1183.09	2	8	369.50	0	2	52.94
Card Keywords	Ogre	14	27	1670.81	5	9	554.23	2	3	235.45
Card Keywords	Swamp	72	107	8064.60	36	36	3676.76	19	17	1845.32
Card Keywords	Activated	51	31	4645.76	31	21	2780.00	16	15	1599.91
Card Keywords	Exalted	18	15	1819.51	12	6	1116.62	9	3	708.53
Card Keywords	Conspiracy	1	0	73.41	0	1	48.76	0	0	0.00
Card Keywords	Megamorph	9	22	1334.69	4	5	460.71	1	3	159.86
Card Keywords	Monstrosity	20	12	1855.22	13	7	1235.22	6	7	665.09
Card Keywords	Still	70	48	6704.05	39	31	3854.82	26	13	2209.56
Card Keywords	Slivers	22	12	1889.86	13	9	1106.26	2	11	506.64
